Title,Author,Description,Category,Published Date,Page Count,Language,Average Rating,Preview Link,Thumbnail
"Martin Rattler, Or, A Boy's Adventures in the Forests of Brazil",Robert Michael Ballantyne,No description available,Brazil,1906,294,en,No rating,http://books.google.co.in/books?id=eE_dmQEACAAJ&dq=subject:adventure&hl=&cd=135&source=gbs_api,No thumbnail available
The Emperor of Absurdia,Chris Riddell,"Put on your jingle-jangle socks, and prepare for adventure!",Adventure,2015-10-22,0,en,No rating,http://books.google.co.in/books?id=2pYeswEACAAJ&dq=subject:adventure&hl=&cd=136&source=gbs_api,http://books.google.com/books/content?id=2pYeswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
State of the Union,United States. President (1829-1837 : Jackson),No description available,Nullification (States' rights),1833,112,en,No rating,http://books.google.co.in/books?id=pkxWAQAACAAJ&dq=subject:adventure&hl=&cd=137&source=gbs_api,No thumbnail available
Blue Fin,Colin Thiele,"Reprint of a popular 'classic' children's adventure story. A clumsy young boy shows great heroism when disaster strikes his father's fishing boat.The book was made into a feature film and was highly recommended by the Children's Book Council in 1970, placed on the Honour List of the International Board of Books for Young People and made an American Library Association Notable Book in 1974.",Juvenile Fiction,1974,260,en,No rating,http://books.google.co.in/books?id=HGCbnN2EnQEC&dq=subject:adventure&hl=&cd=138&source=gbs_api,http://books.google.com/books/content?id=HGCbnN2EnQEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Jake Atlas and the Tomb of the Emerald Snake,Rob Lloyd Jones,Synopsis coming soon.......,Adventure,2017,304,en,No rating,http://books.google.co.in/books?id=sd1AvgAACAAJ&dq=subject:adventure&hl=&cd=139&source=gbs_api,http://books.google.com/books/content?id=sd1AvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Locket of Dreams,Belinda Murrell,"When Sophie wears the heart-shaped locket, she magically travels backto 1858 to learn the truth about her ancestor. Charlotte Mackenzie and her sister, Nell, live a wonderful life on a misty Scottish island. Then disaster strikes and it seems the girls will lose everything they love. As the girls outwit greedy relatives, excape murderous bushrangers and fight storm and fire, Sophie shares in their adventures, but how will her travels in time affect Sophie's own life?",Juvenile Fiction,2013,290,en,No rating,http://books.google.co.in/books?id=p2Uxrt8jV_0C&printsec=frontcover&dq=subject:adventure&hl=&cd=140&source=gbs_api,http://books.google.com/books/content?id=p2Uxrt8jV_0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Daughter of the Pirate King,Tricia Levenseller,"A page turning, seafaring adventure by the YA TikTok sensation Tricia Levenseller.",Adventure,2022-09,0,en,No rating,http://books.google.co.in/books?id=QlP3zgEACAAJ&dq=subject:adventure&hl=&cd=142&source=gbs_api,http://books.google.com/books/content?id=QlP3zgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
A Song of Stone,Iain Banks,"The war is ending, perhaps ended. For the castle and its occupants the troubles are just beginning. Armed gangs roam a lawless land where each farm and house supports a column of dark smoke. Taking to the roads with the other refugees, anonymous in their raggedness, seems safer than remaining in the ancient keep. However, the lieutenant of an outlaw band has other ideas and the castle becomes the focus for a dangerous game of desire, deceit and death. Iain Banks' masterly novel reveals his unique ability to combine gripping narrative with a relentlessly voyaging imagination. The narrative technique and sheer brio of A SONG OF STONE reveal a great novelist at the height of his powers.",Adventure,2013,0,en,No rating,http://books.google.co.in/books?id=9quBMAEACAAJ&dq=subject:adventure&hl=&cd=143&source=gbs_api,http://books.google.com/books/content?id=9quBMAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Law of Love,Laura Esquivel,No description available,Fantasy fiction,1996,266,en,No rating,http://books.google.co.in/books?id=V3yNPwAACAAJ&dq=subject:adventure&hl=&cd=144&source=gbs_api,No thumbnail available
South with Endurance,Frank Hurley,No description available,Antarctica,2001,320,en,No rating,http://books.google.co.in/books?id=kt9TPgAACAAJ&dq=subject:adventure&hl=&cd=145&source=gbs_api,No thumbnail available
Redwall,Brian Jacques,"Seventh Trilling Redwall Adventure Redwall Abbey, Tranquil Home To A Community Of Peace-Loving Mice Is Threatened By Cluny The Scourge - The Evil-One-Eyed Rat Warlord -And His Battle-Hardened Horde Of Predators. Cluny Is Certain That Redwall Will Fall Easily To His Fearsome Army - But He Hasn'T Bargained For The Courage And Strength Of The Combined Forces Of The Redwall Mice, Their Loyal Woodland Friends. . . . .",Juvenile Fiction,1987,420,en,No rating,http://books.google.co.in/books?id=uaBUIGS551cC&dq=subject:adventure&hl=&cd=146&source=gbs_api,http://books.google.com/books/content?id=uaBUIGS551cC&printsec=frontcover&img=1&zoom=1&source=gbs_api
They Knew what They Wanted,Unknown Author,No description available,Adventure,1940,No page count available,en,No rating,http://books.google.co.in/books?id=0Z0VzQEACAAJ&dq=subject:adventure&hl=&cd=147&source=gbs_api,No thumbnail available
The Children of Cherry Tree Farm,Enid Blyton,No description available,Adventure,1967,127,en,No rating,http://books.google.co.in/books?id=CJ46nwEACAAJ&dq=subject:adventure&hl=&cd=148&source=gbs_api,No thumbnail available
Scrivener's Moon,Philip Reeve,"""The Scriven People are brilliant, mad - and dead. All except one, whose insane creation is nearly complete - a giant city on wheels.""--cover.",Adventure,2011,0,en,No rating,http://books.google.co.in/books?id=KQdqzgAACAAJ&dq=subject:adventure&hl=&cd=149&source=gbs_api,http://books.google.com/books/content?id=KQdqzgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Fullmetal Alchemist,"Hiromu Arakawa, Jake Forbes, Wayne Truman","The horrors of the Ishbalan campaign occurred years before Ed became a state alchemist, and had serious repercussions, which set the tone for the complicated dealings of present-day state politics. Lieutenant Hawkeye reluctantly tells Ed all the dread details of the role Colonel Mustang and the other State Alchemists played in this tragic event.",Adventure,2006,186,en,No rating,http://books.google.co.in/books?id=8G9uPwAACAAJ&dq=subject:adventure&hl=&cd=150&source=gbs_api,No thumbnail available
The Breakfast Club Adventures,"Marcus Rashford, Alex Falase-Koya","Dive into an exciting and mysterious adventure full of fun-filled friendships, fantastical creatures and incredible investigations by the #1 bestselling author Marcus Rashford! Inspired by Marcus's own experiences growing up, The Breakfast Club Adventures: The Beast Beyond the Fence is the first fiction book by England International footballer, child-poverty campaigner and bestselling author Marcus Rashford MBE. Written with children's author Alex Falase-Koya it's packed with tons of illustrations by Marta Kissi, making it the perfect book for children aged 8-11. There's something fishy going on at school . . . When twelve-year-old Marcus kicks his favourite football over the school fence, he knows he's never getting it back. Nothing that goes over that wall ever comes back. But when Marcus gets a mysterious note inviting him to join the Breakfast Club Investigators, he is soon pulled into an exciting adventure with his new mates Stacey, Lise and Asim to find out what is lurking on the other side of the fence - and get his football back! Don't miss the Breakfast Club Investigators next adventure in The Breakfast Club Adventures: The Ghoul in the School! 'Breakfast Club guaranteed I had the best possible start to my day and welcomed me with open arms. It wasn't just about food. It was about forming friendships, about togetherness, about escape. It was where some of my greatest memories were made. I want to capture that feeling in my debut fiction book.' - Marcus Rashford MBE",Juvenile Fiction,2022,0,en,No rating,http://books.google.co.in/books?id=b53YzgEACAAJ&dq=subject:adventure&hl=&cd=151&source=gbs_api,http://books.google.com/books/content?id=b53YzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Underwater Adventure,Willard Price,"Once again Hal & Roger Hunt are on board the Lively Lady, studying submarine life & searching for the treasure of the Santa Cruz which sank three centuries ago. But Skink is also on board & he will stop at nothing to get the treasure.",Adventure,2012,292,en,No rating,http://books.google.co.in/books?id=GFvRi9eVNDIC&dq=subject:adventure&hl=&cd=152&source=gbs_api,http://books.google.com/books/content?id=GFvRi9eVNDIC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Pacific Vortex!,Clive Cussler,No description available,Heroes,1998-04,323,en,No rating,http://books.google.co.in/books?id=j_PYAAAACAAJ&dq=subject:adventure&hl=&cd=153&source=gbs_api,No thumbnail available
Evangeline Mudd and the Golden-haired Apes of the Ikkinasti Jungle,David Elliott,"When Evangeline Mudd's primatologist parents travel without her to the Ikkinasti Jungle to study the golden-haired apes, Evangeline and the world-famous Dr. Aphrodite Pikkaflee are eventually called upon to rescue the Mudds and save the jungle from the evil schemes of Aphrodite's money-mad brother.",Adventure,2004,212,en,No rating,http://books.google.co.in/books?id=-y768weI0iQC&dq=subject:adventure&hl=&cd=156&source=gbs_api,http://books.google.com/books/content?id=-y768weI0iQC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Hatching Magic,Ann Downer,"Poore Theodora Oglethorpe! Her biologist father has gone off to explore the jungles of Loas without her, her two best friends are away on vacation, and a long, hot, lonely Boston summer is all she has to look forward to ...",Adventure,2004,260,en,No rating,http://books.google.co.in/books?id=vezx-mQicGEC&dq=subject:adventure&hl=&cd=157&source=gbs_api,http://books.google.com/books/content?id=vezx-mQicGEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Encyclopedia Brown Takes the Cake,Donald J. Sobol,"Encyclopedia Brown, everybody's favorite sleuth in sneakers, is back and this tiem he's not just solving mysteries. With each case he cracks he's cooking up delicious recipes and you can, too, for a lip smacking good time!.",Adventure,1963,88,en,No rating,http://books.google.co.in/books?id=yVt0swEACAAJ&dq=subject:adventure&hl=&cd=158&source=gbs_api,No thumbnail available
"Stacey McGill, Super Sitter",Ann M. Martin,"Being a super sitter for the Chelpins seems like a dream job but it's taking a lot of Stacey's time and energy and forcing her to bail out on plans with her mom, her boyfriend and her best friend.",Juvenile Fiction,1996,142,en,No rating,http://books.google.co.in/books?id=I-ZZPwAACAAJ&dq=subject:adventure&hl=&cd=159&source=gbs_api,http://books.google.com/books/content?id=I-ZZPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The King's Demon,Graham Staplehurst,No description available,Uncategorized,1987,No page count available,en,No rating,http://books.google.co.in/books?id=zbxXAAAACAAJ&dq=subject:adventure&hl=&cd=160&source=gbs_api,No thumbnail available
Mystery of the Maya,R. A. Montgomery,The reader's choices determine whether or not the solution to the Mayan Indians' mysterious disappearance is reached.,Adventure,2007-11,0,en,No rating,http://books.google.co.in/books?id=rdFFPgAACAAJ&dq=subject:adventure&hl=&cd=164&source=gbs_api,http://books.google.com/books/content?id=rdFFPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Never War,D. J. MacHale,Fourteen-year-old Bobby Pendragon and Spader from the planet Cloral journey back in time to 1937 New York City to uncover a plot by the evil Saint Dane.,Adventure,2003,0,en,No rating,http://books.google.co.in/books?id=pMWpzwEACAAJ&dq=subject:adventure&hl=&cd=165&source=gbs_api,No thumbnail available
Up,Unknown Author,"""The fantastic adventures are only just beginning when Carl, a retired helium-balloon salesman, attaches balloons to his house and takes off for the South American jungle. He soon discovers that an enthusiastic, young Junior Wilderness Explorer has stowed away for the ride. And to make matters worse, Carl has to deal with all manner[s] of trouble, including dangerous dogs, a mad villain, and even a giant, flightless jungle bird. Spirits and imaginations will soar in this complete retelling of Up""--Publisher's website.",Adventure,2009,127,en,No rating,http://books.google.co.in/books?id=6queAQAACAAJ&dq=subject:adventure&hl=&cd=166&source=gbs_api,http://books.google.com/books/content?id=6queAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Vampire Invaders,Edward Packard,The reader's decisions control the course of an adventure in which authorities fight the invasion of vampires from outer space.,Juvenile Fiction,1995,134,en,No rating,http://books.google.co.in/books?id=RcFZ5xpKOBoC&dq=subject:adventure&hl=&cd=167&source=gbs_api,http://books.google.com/books/content?id=RcFZ5xpKOBoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Spy for George Washington,Jay Leibold,You are a spy for the Colonists in the Revolutionary War. You've been entrusted with a special task: obtain the British plans and bring them back to General George Washington. But enemy patrols are everywhere.,Adventure,1985,132,en,No rating,http://books.google.co.in/books?id=4SSUjnG6IqYC&dq=subject:adventure&hl=&cd=168&source=gbs_api,http://books.google.com/books/content?id=4SSUjnG6IqYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
They Came on Viking Ships,Jackie French,"As a puppy, Snarf is fortuitously rescued by a young girl called Hekja when he is badly injured. Their simple but happy lives are changed unrecognisably when their village is raided by Vikings. This work is suitable for children aged 10-14.",Fiction,2005,14,en,No rating,http://books.google.co.in/books?id=W5QKQnKzcuUC&dq=subject:adventure&hl=&cd=170&source=gbs_api,http://books.google.com/books/content?id=W5QKQnKzcuUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Story of Yankee Whaling,Irwin Shapiro,Gives a history of whaling in New England.,Adventure,1959,164,en,No rating,http://books.google.co.in/books?id=EhwUw9gPlYwC&dq=subject:adventure&hl=&cd=171&source=gbs_api,http://books.google.com/books/content?id=EhwUw9gPlYwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Contest,Gordon Korman,"Dominic, Chris, Perry, Tilt, Sammi, Bryn, and Cameron compete with each other to be selected as part of a team of teenage climbers with the goal of ascending Mount Everest.",Juvenile Fiction,2012,0,en,No rating,http://books.google.co.in/books?id=6GE2YAAACAAJ&dq=subject:adventure&hl=&cd=173&source=gbs_api,http://books.google.com/books/content?id=6GE2YAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Black Hearts in Battersea,Joan Aiken,"Simon, a fifteen-year-old orphan, goes to London and becomes involved with schemers plotting against the king.",Juvenile Fiction,1999,234,en,No rating,http://books.google.co.in/books?id=HhujzgEACAAJ&dq=subject:adventure&hl=&cd=174&source=gbs_api,http://books.google.com/books/content?id=HhujzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Selby Spacedog,Duncan Ball,"Selby may be keeping mum in front of his owners, but he'd better be careful listening to Gary Gaggs' corny jokes on the Gagg Bag telephone line.",Juvenile Fiction,2004,18,en,No rating,http://books.google.co.in/books?id=NpN7t47mE-gC&dq=subject:adventure&hl=&cd=175&source=gbs_api,http://books.google.com/books/content?id=NpN7t47mE-gC&printsec=frontcover&img=1&zoom=1&source=gbs_api
House of Danger,R. A. Montgomery,"'Choose Your Own Adventure' has captured our imagination and our spirit for adventure, as children read and collect the many treasured volumes in this series. These unique books empower and challenge 8-12 year olds with decision-making throughout each story. The interactive adventures feature multiple choices, multiple endings, and countless story variations with ""you"" - the reader - as the protagonist of the story. Featuring spectacular covers by award winning illustrator Marc McBride.",Adventure,2006,108,en,No rating,http://books.google.co.in/books?id=_zyoAAAACAAJ&dq=subject:adventure&hl=&cd=176&source=gbs_api,http://books.google.com/books/content?id=_zyoAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Secret of Killimooin,Enid Blyton,"An exciting invitation to spend the summer in Baronia, home of Prince Paul, takes Mike, Peggy, Nora and Jack to a land of lakes, steep mountains and a wonderful secret forest, where they encounter a band of robbers.",Adventure stories,2007-11,0,en,No rating,http://books.google.co.in/books?id=9ndnIwAACAAJ&dq=subject:adventure&hl=&cd=177&source=gbs_api,http://books.google.com/books/content?id=9ndnIwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Mystery at Witchend,Malcolm Saville,No description available,Uncategorized,1943,295,en,No rating,http://books.google.co.in/books?id=J_enAAAACAAJ&dq=subject:adventure&hl=&cd=178&source=gbs_api,http://books.google.com/books/content?id=J_enAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Mark Twain,"Mark Twain, Random House Value Publishing, Selections",No description available,Uncategorized,1997-09-01,690,en,No rating,http://books.google.co.in/books?id=g70vAAAACAAJ&dq=subject:adventure&hl=&cd=179&source=gbs_api,No thumbnail available
"Streams to the River, River to the Sea",Scott O'Dell,No description available,Adventure,1986,0,en,No rating,http://books.google.co.in/books?id=pv5cuAAACAAJ&dq=subject:adventure&hl=&cd=180&source=gbs_api,No thumbnail available
The Emerald Berries: #2,Poppy Green,"""Eight-year-old Sophie learns about some special emerald berries that will make the perfect color for a painting she wants to do, so she asks her friend Hattie to go with her to Weedsnag Way, a part of the forest that is far from home and very frightening."" -- Provided by publisher.",Juvenile Fiction,2017-12-15,128,en,No rating,http://books.google.co.in/books?id=k6VDtAEACAAJ&dq=subject:adventure&hl=&cd=181&source=gbs_api,http://books.google.com/books/content?id=k6VDtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Winter Knights,"Paul Stewart, Chris Riddell","Edgeworld descends into an endless winter. Quint, the son of a sky pirate, has just begun his flight training at Knights Academy. When he breaks the rules and heads out to Open Sky on his own, he runs into the great sky leviathans and must use all his ingenuity to save Edgeworld from catastrophe.",Adventure,2005,0,en,5,http://books.google.co.in/books?id=U3mhAAAACAAJ&dq=subject:adventure&hl=&cd=182&source=gbs_api,http://books.google.com/books/content?id=U3mhAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Desperate Adventures of Sir Rupert and Rosie Gusset,Jeremy Strong,"Just the thought of setting sail makes Sir Rupert feel sea sick, and the possibility of bumping into his rival makes him feel even worse. Luckily for Sir Rupert, his daughter isn't quite such a wimp as he is Illustrated with black and white line drawings by Chris Mould, a new title in the CRACKERS series. First published in hardback in 1995.",Adventure stories,1997-09-25,72,en,No rating,http://books.google.co.in/books?id=8aP9PQAACAAJ&dq=subject:adventure&hl=&cd=183&source=gbs_api,No thumbnail available
Bonfires and Broomsticks,Mary Norton,A powerful and intellectually stimulating teenage love story.,Uncategorized,1947,92,en,No rating,http://books.google.co.in/books?id=U3RIHQAACAAJ&dq=subject:adventure&hl=&cd=184&source=gbs_api,No thumbnail available
The Hidden Stairs and the Magic Carpet,Tony Abbott,"A small storage room underneath the staircase leading down to Eric's basement is a magical doorway that takes Eric, Neal, and Julie to the magical land of Droon and to adventure.",Adventure,1999,0,en,No rating,http://books.google.co.in/books?id=lZF1PwAACAAJ&dq=subject:adventure&hl=&cd=185&source=gbs_api,http://books.google.com/books/content?id=lZF1PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Mountain Rescue Dog,Juliette Forrest,No description available,Adventure,2023,0,en,No rating,http://books.google.co.in/books?id=eiIG0AEACAAJ&dq=subject:adventure&hl=&cd=186&source=gbs_api,No thumbnail available
Auntie Robbo,Ann Scott-Moncrieff,No description available,English fiction,1985,174,en,No rating,http://books.google.co.in/books?id=pAl8AAAACAAJ&dq=subject:adventure&hl=&cd=187&source=gbs_api,No thumbnail available
The Car,Gary Paulsen,"Fourteen-year-old Terry Anders has been abandoned by his parents. He has no choice but to go on, and he begins by assembling pieces of a kit car from his father's garage. When he finishes the car known as ""the Cat,"" Terry sets out from Cleveland to Portland to search for an uncle he hardly knows. Along the way Terry picks up a wandering Vietnam vet who ultimately guides him on a journey of discovery and survival.",Juvenile Fiction,1994,194,en,4,http://books.google.co.in/books?id=GEnqpV2D_ucC&dq=subject:adventure&hl=&cd=188&source=gbs_api,http://books.google.com/books/content?id=GEnqpV2D_ucC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Jackaroo,Cynthia Voigt,No description available,Adventure,1985,284,en,No rating,http://books.google.co.in/books?id=u0iPPwAACAAJ&dq=subject:adventure&hl=&cd=189&source=gbs_api,No thumbnail available
The Story of Jumping Mouse,Unknown Author,No description available,Uncategorized,2007,0,en,No rating,http://books.google.co.in/books?id=Oa0hYAAACAAJ&dq=subject:adventure&hl=&cd=190&source=gbs_api,No thumbnail available
The Year of the Worm,Ann Pilling,No description available,Adolescence,1986-01-22,141,en,No rating,http://books.google.co.in/books?id=0WbmAAAACAAJ&dq=subject:adventure&hl=&cd=191&source=gbs_api,No thumbnail available
Cyberspy,"Tom Clancy, Steve Pieczenik","Someone is leaking big business secrets onto the Internet, and Net Force Explorer David Gray's investigation reveals a deadly band of cyberspies who use a new form of technology to tune into people's thoughts.",Adventure,1999,215,en,No rating,http://books.google.co.in/books?id=YThkHQAACAAJ&dq=subject:adventure&hl=&cd=192&source=gbs_api,No thumbnail available
Henry and Ribsy. Illustrated by Louis Darling,"Beverly Cleary, Louis Darling","A story about Henry's efforts to keep his dog, Ribsy, out of trouble so that he may go fishing with his father.",Humorous stories,1954,192,en,No rating,http://books.google.co.in/books?id=NCkgQwAACAAJ&dq=subject:adventure&hl=&cd=193&source=gbs_api,No thumbnail available
The Cuckoo Clock,"Mrs. Molesworth, Mary L. Molesworth",No description available,Uncategorized,1988-01-01,142,en,No rating,http://books.google.co.in/books?id=bed3PwAACAAJ&dq=subject:adventure&hl=&cd=194&source=gbs_api,No thumbnail available
Guardians of Ga'Hoole #6: The Burning,Kathryn Lasky,"A Great Battle is on the horizon and drawing near. In preparation, Soren and his band must fly to the mysterious Northern Kingdom to find allies and study the grim art of war.",Adventure,2004,210,en,No rating,http://books.google.co.in/books?id=BOX9vQEACAAJ&dq=subject:adventure&hl=&cd=195&source=gbs_api,No thumbnail available
The Armourer's House,Rosemary Sutcliff,No description available,Great Britain,1951,235,en,No rating,http://books.google.co.in/books?id=djm5AAAACAAJ&dq=subject:adventure&hl=&cd=196&source=gbs_api,No thumbnail available
Eye of Fortune,Denise R. Graham,"The knights are headed back to the Dungeons of Doom, this time in search of a buried trasure",Fiction,2004,196,en,No rating,http://books.google.co.in/books?id=6VmzHwFdrrsC&dq=subject:adventure&hl=&cd=197&source=gbs_api,http://books.google.com/books/content?id=6VmzHwFdrrsC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Mr. Midshipman Easy,Frederick Marryat,"Based upon the author's own experiences sailing with Lord Thomas Cochrane, Mr. Midshipman Easy tells the rousing tale of Jack Easy, a coddled young man who decides to find his destiny in the service of His Royal Majesty's Navy during the Napoleonic Wars. What he finds is a world of great dangers and greater adventures that eventually lead him to manhood and glory. Filled with everything the high seas has to offer-daring duels, ruthless pirates, tragic shipwrecks and passionate romance-Mr. Midshipman Easy is recognized as one of the most exciting and authentic works of nautical adventure in literature.",Juvenile Fiction,1991,428,en,No rating,http://books.google.co.in/books?id=BQePIxPDfogC&dq=subject:adventure&hl=&cd=198&source=gbs_api,http://books.google.com/books/content?id=BQePIxPDfogC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Tom Sawyer and Huckleberry Finn,Mark Twain,No description available,English,1968,492,en,No rating,http://books.google.co.in/books?id=1S8oNQAACAAJ&dq=subject:adventure&hl=&cd=199&source=gbs_api,No thumbnail available
How the Lion Lost His Lunch,David Henry Wilson,No description available,Adventure,1997,0,en,No rating,http://books.google.co.in/books?id=VqQDAAAACAAJ&dq=subject:adventure&hl=&cd=200&source=gbs_api,http://books.google.com/books/content?id=VqQDAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Arsène Lupin, gentleman-cambrioleur",Maurice Leblanc,It was a strange ending to a voyage that had commenced in a most auspicious manner.,"Fiction, Arséne Lupin (Fictitious character), Adventure stories, French, Translations into English, Burglars, Adventures, Arsène Lupin (Fictitious character), French Adventure stories, Adventure and adventurers, French language, Readers",1907,No page count available,"ita, eng, ger, por, urd, spa, fre",No rating,https://openlibrary.org/works/OL1064290W,https://covers.openlibrary.org/b/id/6125938-M.jpg
Robin Hood,Howard Pyle,"IN MERRY ENGLAND in the time of old, when good King Henry the Second ruled the land, there lived within the green glades of Sherwood Forest, near Nottingham Town, a famous outlaw whose name was Robin Hood.","Children's fiction, Robin hood (legendary character), fiction, Adventure and adventurers, fiction, England, fiction, Fiction, action & adventure",1883,No page count available,"ger, spa, tur, eng, fre, rum",No rating,https://openlibrary.org/works/OL2021953W,https://covers.openlibrary.org/b/id/5913135-M.jpg
Voyage au Centre de la Terre,Jules Verne,"Looking back on everything that happened, I can hardly believe it wasn't all a dream!","Fiction, Science fiction, Imaginary Voyages, Imaginary voyages in fiction, Explorers in fiction, Explorers, Cartoons and comics, Adventure and adventurers, Adventure and adventurers in fiction, French Science fiction, Voyages and travels, Earth in fiction, Core, Juvenile fiction, Voyages and travels in fiction, Ciencia-ficción, Earth, Vietnamese language books, Classic Literature, Thriller, Fiction, science fiction, action & adventure, Lidenbrock, professor (fictitious character), fiction, Fiction, science fiction, general, Large type books, Planets, Geology, Internal structure, Fantasy fiction, Adventure stories, Volcanoes, Leprosy, Patients, French fiction, Professor Lidenbrook (Fictitious character), Children's fiction, Adventure and adventurers, fiction, Volcanoes, fiction, Fiction, action & adventure, Illustraties, Frans, Viajes, Núcleo, Adventures and adventurers, Aventuras, Tierra, Ficción, Earth (Planet) -- Core -- Fiction, Voyages, Imaginary -- Fiction",1867,No page count available,"eng, mac, fre, heb, por, cze, chi, vie, ita, spa",No rating,https://openlibrary.org/works/OL1099513W,https://covers.openlibrary.org/b/id/5890987-M.jpg
King Solomon's Mines,H. Rider Haggard,It is a curious thing that at my age - fifty-five last birthday - I should find myself taking up a pen to try and write a history.,"Fiction, Allan Quatermain (Fictitious character), Treasure troves, Diamond mines and mining, Hunting guides, Missing persons, Adventure and adventurers, Ficción, Quatermain, Allan (Personaje literario), Buried treasure, English language, Text-books for foreigners, Adventure stories, Personas desaparecidas, Tesoros ocultos, Guías de caza, Translations into Portuguese, English Adventure stories, Literature, Classic Literature, Roman anglais, Fiction, action & adventure, Quatermain, allan (fictitious character), fiction, Children's fiction, Adventure and adventurers, fiction, South africa, fiction, Missing persons, fiction, Africa, fiction, Large type books, Young adult fiction, Adventure fiction, Lost World, British and irish fiction (fictional works by one author), Quatermain, Allan (Personnages fictifs), Romans, nouvelles, Treasure-troves",1885,No page count available,"und, sna, spa, eng, hin, fre, por",No rating,https://openlibrary.org/works/OL17449W,https://covers.openlibrary.org/b/id/6861197-M.jpg
The Scarlet Pimpernel,"Emmuska Orczy, Baroness Orczy","A SURGING, SEETHING, MURMURING CROWD of beings that are human only in name, for to the eye and ear they seem naught but savage creatures, animated by vile passions and by the lust of vengeance and of hate.","Classic Literature, Adventure and adventurers, Open Library Staff Picks, Juvenile fiction, British, Fiction, Text-books for foreigners, English language, Historical Fiction, Sir Blakeney, Percy (Fictitious character), Refugees, Nobility, History, France, history, revolution, 1789-1799, fiction, France, fiction, Blakeney, percy, sir (fictitious character), fiction, Continental european fiction (fictional works by one author), Great britain, fiction, Children's fiction, France, history, fiction, Adventure and adventurers, fiction, Large type books, Adventure fiction, France, 1789-1799, Revolution, Fiction, historical, Fiction, historical, general, Fiction, action & adventure, England, fiction, Fiction, general, Adventure, Childrens fiction, Romans, nouvelles, Histoire, Britanniques, English language, textbooks for foreign speakers, Readers, Revolution (France : 1789-1799) fast (OCoLC)fst01354514",1900,No page count available,"spa, eng, fre, chi, pol, sun",No rating,https://openlibrary.org/works/OL1253285W,https://covers.openlibrary.org/b/id/479102-M.jpg
