Title,Author,Description,Category,Published Date,Page Count,Language,Average Rating,Preview Link,Thumbnail
Our Chemical Hearts,Krystal Sutherland,"A brilliant novel from the New York Times bestselling author of House of Hollow and A Semi-Definitive List of Worst Nightmares that is equal parts humour and heartbreak, Krystal Sutherland's Our Chemical Hearts is a potent reminder of the bittersweet bliss that is first love.;;'Irresistible, romantic and heartbreaking, Sutherland's debut will have huge appeal to readers of John Green and Jennifer Niven.' The Bookseller;;Henry Page has never been in love. The slo-mo, can't-eat-can't-sleep kind of love he's been hoping for just hasn't been on the cards-at least not yet. Henry's too busy trying to get into a semi-decent college and become editor of his school newspaper, a dream three years in the making. The rest of his spare time he spends with his best friends, Lola and Murray, playing video games and advising them on their own sordid love lives.;;Then he meets Grace Town, the elusive new girl in school, who wears oversized boys' clothing, walks with a cane, rarely seems to shower, and is hiding crushing secrets. She's hardly who Henry expected his dream girl to be, but when the two are chosen to edit the paper together, sparks fly. After all this time, Henry's about to learn firsthand just how disastrous the road to first love can be-and that sometimes it's the detours that end up mattering much more.;",Uncategorized,2022-10-18,369,en,No rating,http://books.google.co.in/books?id=1aaBEAAAQBAJ&dq=subject:romance&hl=&cd=78&source=gbs_api,http://books.google.com/books/content?id=1aaBEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Promise Me Tomorrow,Lori Wick,"A heartwarming story of love, trust, and family from the author of the bestselling Where the Wild Rose Blooms, Whispers of Moonlight, and To Know Her by Name. How can Rusty convince Mr. McCandles to trust God and to show love for his son, Quinton?",Christian fiction,1997,0,en,No rating,http://books.google.co.in/books?id=Zj61GAAACAAJ&dq=subject:romance&hl=&cd=80&source=gbs_api,http://books.google.com/books/content?id=Zj61GAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Romance and Legend of Chivalry,Ascott Robert Hope Moncrieff,No description available,Fiction,1995,464,en,No rating,http://books.google.co.in/books?id=Er00w1IbOTIC&dq=subject:romance&hl=&cd=81&source=gbs_api,http://books.google.com/books/content?id=Er00w1IbOTIC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Playboy and the Nanny,Anne McAllister,"The Playboy And The Nanny by Anne McAllister released on Nov 24, 1998 is available now for purchase.",Fiction,1998-11-24,196,en,No rating,http://books.google.co.in/books?id=8VCg7GWUetMC&dq=subject:romance&hl=&cd=85&source=gbs_api,http://books.google.com/books/content?id=8VCg7GWUetMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Down the Rabbit Hole,"J. D. Robb, Mary Blayney, Elaine Fox, Mary Kay McComas, Ruth Ryan Langan","Inspired by the enchanting Lewis Carroll classic, a collection of stories, takes readers to a place rife with the mad, impossible, and the curiouser that is neither here nor there and where things are never quite as they seem.",Fiction,2015-09-29,434,en,No rating,http://books.google.co.in/books?id=tWHaCwAAQBAJ&dq=subject:romance&hl=&cd=87&source=gbs_api,http://books.google.com/books/content?id=tWHaCwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
River Road,Jayne Ann Krentz,"Returning thirteen years after an embarrassing incident from her teens to the hometown of her beloved late aunt, forensic genealogist Lucy Sheridan makes shocking discoveries about her aunt's death, the disappearance of a cold-blooded local, and an attractive former cop.",Fiction,2014,0,en,No rating,http://books.google.co.in/books?id=VhHFnQEACAAJ&dq=subject:romance&hl=&cd=88&source=gbs_api,http://books.google.com/books/content?id=VhHFnQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Charmed,Nora Roberts,No description available,Love stories,2005,559,en,No rating,http://books.google.co.in/books?id=dPuLAAAACAAJ&dq=subject:romance&hl=&cd=91&source=gbs_api,http://books.google.com/books/content?id=dPuLAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Bride of the Tiger,Heather Graham Pozzessere,"Rafe Tyler needed answers. Two years before, Rafe's brother had been lured into danger by Tara Hill's bewitching beauty, and he'd disappeared. Now, Rafe has to know what really happened to him. Is he dead or alive? Rafe can only find out by being as ruthless as he believed Tara had been.",Fiction,1996,258,en,No rating,http://books.google.co.in/books?id=itQl_pWvLTEC&dq=subject:romance&hl=&cd=94&source=gbs_api,http://books.google.com/books/content?id=itQl_pWvLTEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
29 Dates,Melissa De la Cruz,Seventeen-year-old Jisu's parents send her from South Korea to San Francisco for a fresh academic start and to continue going on arranged dates with men of her social class. -- provided by publisher.,Young Adult Fiction,2018,0,en,No rating,http://books.google.co.in/books?id=y54uuAEACAAJ&dq=subject:romance&hl=&cd=95&source=gbs_api,http://books.google.com/books/content?id=y54uuAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Dogs and the Wolves,Irène Némirovsky,"A wonderful, panoramic novel and an achingly poignant love story from the bestselling author of Suite Française.",Bankers,2010,227,en,5,http://books.google.co.in/books?id=5iqA35LRO5gC&dq=subject:romance&hl=&cd=96&source=gbs_api,http://books.google.com/books/content?id=5iqA35LRO5gC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Solo,Jack Higgins,Protagonist John Mikali is a genius capable of moving within minutes from committing cold-blooded murder to performing brilliantly at the piano and then making love passionately.,Fiction,1981-09-15,296,en,No rating,http://books.google.co.in/books?id=nlYRptvHX10C&dq=subject:romance&hl=&cd=97&source=gbs_api,http://books.google.com/books/content?id=nlYRptvHX10C&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Outlaws of Medieval Legend,Maurice Hugh Keen,No description available,"Ballads, English",1961,258,en,No rating,http://books.google.co.in/books?id=7ALXAAAAMAAJ&dq=subject:romance&hl=&cd=98&source=gbs_api,http://books.google.com/books/content?id=7ALXAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Leap of Faith,Danielle Steel,"Marie-Ange Hawkins has the kind of childhood that most people dream of, freedom, love, and security in a beautiful old French chateau. But a tragic accident marks the end of her idyllic life. Orphaned and alone, she is sent to America to live with her great aunt.",English fiction,2001,202,en,No rating,http://books.google.co.in/books?id=_UlEPgAACAAJ&dq=subject:romance&hl=&cd=99&source=gbs_api,http://books.google.com/books/content?id=_UlEPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Wild Designs,Katie Fforde,Roman.,Fiction,1997,322,en,No rating,http://books.google.co.in/books?id=uKL8AZ1zVg4C&dq=subject:romance&hl=&cd=100&source=gbs_api,http://books.google.com/books/content?id=uKL8AZ1zVg4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Virgin Blue,Tracy Chevalier,No description available,Uncategorized,2015-01-05,No page count available,en,No rating,http://books.google.co.in/books?id=-AKRDAEACAAJ&dq=subject:romance&hl=&cd=101&source=gbs_api,http://books.google.com/books/content?id=-AKRDAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
What to Buy the Shadowhunter who Has Everything,"Cassandra Clare, Sarah Rees Brennan",No description available,Demonology,2013,No page count available,en,No rating,http://books.google.co.in/books?id=1gVXAQAACAAJ&dq=subject:romance&hl=&cd=102&source=gbs_api,No thumbnail available
The Independent Bride,Sophie Weston,"Pepper is rendered uncharacteristically speechless when she encounters Steven Konig in a live TV debate. The man is gorgeous, but infuriatingly provocative, and he's flirting with her! Having turned her back on her life as an heiress, Pepper is determined to make it alone. But she's thrown into turmoil when Steven challenges her to take their attraction further...as far as the altar?",Fiction,2003,290,en,No rating,http://books.google.co.in/books?id=09xAuSGm3moC&dq=subject:romance&hl=&cd=103&source=gbs_api,http://books.google.com/books/content?id=09xAuSGm3moC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Home Front,Kristin Hannah,"From a distance, Michael and Jolene Zarkades seem to have it all: a solid dependable marriage, exciting careers, and children they adore. But after 12 blissful years together, the couple has lost their way. They are unhappy and edging towards divorce. Then an unexpected deployment tears their already fragile family apart.",Interpersonal relations,2014,528,en,No rating,http://books.google.co.in/books?id=H9QKNAEACAAJ&dq=subject:romance&hl=&cd=104&source=gbs_api,No thumbnail available
Whirlpool of Passion,Emma Darcy,No description available,Romance,1987,187,en,No rating,http://books.google.co.in/books?id=KBqJAAAACAAJ&dq=subject:romance&hl=&cd=105&source=gbs_api,No thumbnail available
Where There's a Will,Day Leclaire,"Management and organization were Julian Lord's areas of expertise. Not so for Callie Marcus. With a two-hundred-pound St. Bernard who thought he was human, and a house in the midst of being demolished--er, remodeled--Callie was going to need Julian's expertise. As well as his cooperation. Because even after her death, Aunt Maudie was playing games. She'd hidden her will, and with any luck, Callie and Julian would find it...and love.",Fiction,2007-10-31,228,en,No rating,http://books.google.co.in/books?id=tRmsZrB7Tr8C&dq=subject:romance&hl=&cd=106&source=gbs_api,http://books.google.com/books/content?id=tRmsZrB7Tr8C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Zodiac,"Richard Dilys, Dilys Gater, Richard Lawler",Richard Lawler conducts us on a tour of the Zodiac. Dilys Gater has provided 12 short stories to illustrate and sum up the nature of each sign.,Fiction,1996,228,en,No rating,http://books.google.co.in/books?id=U1CXdX7DQQ4C&dq=subject:romance&hl=&cd=107&source=gbs_api,http://books.google.com/books/content?id=U1CXdX7DQQ4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Scaramouche,Rafael Sabatini,No description available,Fiction (General).,1945,0,en,No rating,http://books.google.co.in/books?id=v0oY0AEACAAJ&dq=subject:romance&hl=&cd=108&source=gbs_api,No thumbnail available
Texas! Lucky,Sandra Brown,"Following a suspicious fire at his family's ranch, ladies' man Lucky Tyler, framed by old enemies, must find Devon Haines, the beautiful redhead he had rescued at a seedy bar and his only alibi in proving his innocence. (Romance)",Fiction,2008,404,en,No rating,http://books.google.co.in/books?id=dglKPgAACAAJ&dq=subject:romance&hl=&cd=109&source=gbs_api,http://books.google.com/books/content?id=dglKPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Ghosts of the Shadow Market,"Cassandra Clare, Sarah Rees Brennan, Maureen Johnson, Kelly Link, Robin Wasserman","The Shadow Market is a meeting point for faeries, werewolves, warlocks and vampires. There the Downworlders buy and sell magical objects, make dark bargains, and whisper secrets they do not want the Nephilim to know. Through two centuries, however, there has been a frequent visitor to the Shadow Market from the City of Bones, the very heart of the Shadowhunters. As a Silent Brother, Brother Zachariah is sworn keeper of the laws and lore of the Nephilim. But once he was a Shadowhunter called Jem Carstairs, and his love, then and always, is the warlock Tessa Gray. Follow Brother Zachariah and see, against the backdrop of the Shadow Market's dark dealing and festival, Anna Lightwood's doomed romance, Matthew Fairchild's great sin and Tessa Gray plunged into a world war. Valentine Morgenstern buys a soul at the Market and a young Jace Wayland's soul finds safe harbor. In the Market is hidden a lost heir and a beloved ghost, and no-one can save you once you have traded away your heart. Not even Brother Zachariah. The series features characters from Cassandra Clare's Mortal Instruments, Infernal Devices, Dark Artifices and the upcoming Last Hours series.",Demonology,2019,616,en,No rating,http://books.google.co.in/books?id=CR7DxgEACAAJ&dq=subject:romance&hl=&cd=110&source=gbs_api,No thumbnail available
A Death in Vienna,Daniel Silva,"Following 'The English Assassin' and 'The Confessor', this is the final novel in the trilogy to feature art restorer and spy Gabriel Allon. He is sent to Vienna to discover the truth behind a bombing which killed an old friend - a Nazi hunter.","Allon, Gabriel (Fictitious character)",2004-01-01,523,en,No rating,http://books.google.co.in/books?id=gM9FPgAACAAJ&dq=subject:romance&hl=&cd=111&source=gbs_api,No thumbnail available
Irresistible Forces,Danielle Steel,No description available,Adultery,1999,372,en,No rating,http://books.google.co.in/books?id=4DMPQQAACAAJ&dq=subject:romance&hl=&cd=112&source=gbs_api,No thumbnail available
Miss Butterworth and the Mad Baron,"Julia Quinn, Violet Charles","From #1 New York Times bestselling author Julia Quinn comes this irresistible treat, a charming and jaunty graphic novel, based on story snippets peppered throughout a number of her books. Originally mentioned in It's in His Kiss--one of the Bridgerton novels which inspired the smash Netflix series Bridgerton--Miss Butterworth and the Mad Baron is finally told here in its entirety for the first time. A madcap romantic adventure, Miss Butterworth and the Mad Baron has appeared in several Julia Quinn novels and enthralled some of her most beloved characters. Now this delicious tale of love and peril is available for everyone to enjoy in this wonderfully unconventional graphic novel. Born into a happy family that is tragically ravaged by smallpox, Miss Priscilla Butterworth uses her wits to survive a series of outlandish trials. Cruelly separated from her beloved mother and grandmother, the young girl is sent to live with a callous aunt who forces her to work for her keep. Eventually, the clever and tenderhearted Miss Butterworth makes her escape . . . a daring journey into the unknown that unexpectedly leads her to the ""mad"" baron and a lifetime of love. Delightfully illustrated by Violet Charles, told in Julia Quinn's playful voice, Miss Butterworth and the Mad Baron is a high-spirited nineteenth-century romp that will entertain and enchant modern readers.",Comics & Graphic Novels,2021-08-17,160,en,No rating,http://books.google.co.in/books?id=KuHXzQEACAAJ&dq=subject:romance&hl=&cd=113&source=gbs_api,http://books.google.com/books/content?id=KuHXzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
To Beguile a Beast,Elizabeth Hoyt,Sir Alistair Munroe is a naturalist knighted for his service to the crown during the French & Indian War - a war that left himhorribly maimed. Because of his scars he lives a near solitary existence in a crumbling Scottish castle.,Housekeepers,2009,453,en,No rating,http://books.google.co.in/books?id=W7MNSQAACAAJ&dq=subject:romance&hl=&cd=114&source=gbs_api,No thumbnail available
Presumed Guilty,Tess Gerritsen,"Miranda's ex-lover is found murdered. She had a motive and the opportunity. After being arrested for the crime, Miranda is shocked to learn she's been released on bail--bail posted by someone determined to remain anonymous. Is someone trying to help Miranda? Or is someone trying to manipulate Miranda and draw her into the dark and secret world of a murdered man, where everybody's presumed guilty?",Maine,1997,0,en,No rating,http://books.google.co.in/books?id=Y75HPwAACAAJ&dq=subject:romance&hl=&cd=115&source=gbs_api,No thumbnail available
Stand-In Groom,Suzanne Brockmann,No description available,Fiction,1997,244,en,No rating,http://books.google.co.in/books?id=mRmZT_N358MC&dq=subject:romance&hl=&cd=116&source=gbs_api,http://books.google.com/books/content?id=mRmZT_N358MC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Abstinence Teacher,Tom Perrotta,"Stonewood Heights is the perfect place to raise children. It's a place where parents are involved in their children's lives -- coaching sports, driving carpools, and taking an interest in the local schools. Two divorced parents who play a part in the lives of many children are about to launch a culture war at Stonewood Heights. Ruth Ramsey is the human sexuality teacher at the local high school. Her daughter's soccer coach, Tom Mason, is a former bad boy who hit rock bottom and was saved. Now a member of the local evangelical Christian church that sees Ruth Ramsey and her sex ed classes as a target, the two become bitter adversaries. But when controversy on the soccer field forces them to actually talk to each other, an uneasy friendship begins to develop.",Family & Relationships,2007,464,en,No rating,http://books.google.co.in/books?id=lqtzNkE2YiAC&dq=subject:romance&hl=&cd=117&source=gbs_api,http://books.google.com/books/content?id=lqtzNkE2YiAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Almost Forever,Linda Howard,"Almost Forever by Linda Howard released on Jul 24, 1998 is available now for purchase.",Businesswomen,1998-07-24,0,en,No rating,http://books.google.co.in/books?id=NHYAAAAACAAJ&dq=subject:romance&hl=&cd=118&source=gbs_api,http://books.google.com/books/content?id=NHYAAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Deadly Gift,Heather Graham,"Sent to America as an Irish nurse, banshee Caer Donahue yearns for a mortal life when she is submerged in a mystery of sunken treasure and attempted murder, which leads her into the loving arms of Zach Flynn.",Fiction,2008,495,en,No rating,http://books.google.co.in/books?id=4xyJPwAACAAJ&dq=subject:romance&hl=&cd=119&source=gbs_api,http://books.google.com/books/content?id=4xyJPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Deadly Night,Heather Graham,"Aidan Flynn, who has inherited a New Orleans plantation along with his brothers, scoffs at the haunted-house rumors ... until he finds human bones and decides to delve into the dark history of the plantation.",Haunted houses,2008,0,en,No rating,http://books.google.co.in/books?id=BxrOPAAACAAJ&dq=subject:romance&hl=&cd=120&source=gbs_api,http://books.google.com/books/content?id=BxrOPAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Goodbye, Sally",Rhona Martin,"After the death of Sally Braun, a successful TV journalist, in a preventable accident, her daughter decides to find out why the accident happened.",Fiction,1989,534,en,No rating,http://books.google.co.in/books?id=xxstVB8oZ3sC&dq=subject:romance&hl=&cd=122&source=gbs_api,http://books.google.com/books/content?id=xxstVB8oZ3sC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Ultimate Choice,Emma Darcy,No description available,Large type books,1990,288,en,No rating,http://books.google.co.in/books?id=GYuLAAAACAAJ&dq=subject:romance&hl=&cd=123&source=gbs_api,No thumbnail available
The Secret Woman,Victoria Holt,No description available,Fiction,1971,318,en,No rating,http://books.google.co.in/books?id=uZHsnwEACAAJ&dq=subject:romance&hl=&cd=125&source=gbs_api,No thumbnail available
Looking for a Miracle,Wanda E. Brunstetter,"CBA bestselling author. WANDA E. BRUNSTETTER is the best-loved author of Amish fiction, and the poignant Brides of Lancaster County series was the launching pad for her remarkable popularity. Here, she has woven another enchanting tale about the ""Plain People."" As a child, Rebekah Stoltzfus suffered a freak accident that left her legs paralyzed. Now, confined to a wheelchair, she feels she'll never measure up to the expectations of her Pennsylvania Amish community, where a woman is expected to marry and raise a family. Though she longs to be loved, she prays for a way to be self-supporting. Daniel Beachy would like to court Rebekah, but she's convinced herself that she would be a burden to a husband, and has determined that love is not available to her. Will Rebekah's search for a miracle come true? Or, will she miss God's gift in the battle that puts her between self-pity and the determination to be independent?",Fiction,2009,323,en,No rating,http://books.google.co.in/books?id=e6UAPwAACAAJ&dq=subject:romance&hl=&cd=126&source=gbs_api,http://books.google.com/books/content?id=e6UAPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Canyons of Night,Jayne Castle,"""Historical romance novel featuring the Arcane Society, second in The Looking Glass Trilogy""--",Fiction,2011-08-30,371,en,No rating,http://books.google.co.in/books?id=R2HaCwAAQBAJ&dq=subject:romance&hl=&cd=131&source=gbs_api,http://books.google.com/books/content?id=R2HaCwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Mistress Pat,L. M. Montgomery,"When she was twenty, nearly everyone thought Patricia Gardiner ought to be having beaus--except of course, Pat herself. For Pat, Silver Bush was both home and heaven. All she could ever ask of life was bound in the magic of the lovely old house on Prince Edward Island, "" where good things never change."" And now there was more than ever to do, what with planning for the Christmas family reunion, entertaining a countess, playing matchmaker, and preparing for the arrival of the new hired man. Yet as those she loved so dearly started to move away, Pat began to question the wisdom of her choice of Silver Bush over romance. ""Was it possible to be lonely at Silver Bush?""",Families,1989,277,en,No rating,http://books.google.co.in/books?id=JQOLMQEACAAJ&dq=subject:romance&hl=&cd=132&source=gbs_api,No thumbnail available
Irresistible,Susan Mallery,"Single mother Elissa Towers and ex-marine Walker Buchanan cannot deny their attraction for each other, even though they both know the relationship does not fit with their lifestyles.",Love stories,2006,0,en,No rating,http://books.google.co.in/books?id=UOHtmAEACAAJ&dq=subject:romance&hl=&cd=133&source=gbs_api,http://books.google.com/books/content?id=UOHtmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Meant to Be,Jude Deveraux,"New York Times bestselling author Jude Deveraux has crafted an inspiring family saga that spans generations as she tells the story of two headstrong sisters who are bound by tradition but long to forge their own path. It's 1972 and times are changing. In the small farming community of Mason, Kansas, Vera and Kelly Exton are known for their ambitions. Vera is an activist who wants to join her boyfriend in the Peace Corps. But she is doing her duty caring for her widowed mother and younger sister until Kelly is firmly established. Kelly is studying to become a veterinarian. She plans to marry her childhood sweetheart and eventually take over his father's veterinary practice. But it's a tumultuous time and neither sister is entirely happy with the path that's been laid out for her. As each evaluates her options, everything shifts. Do you do what's right for yourself or what others want? By having the courage to follow their hearts these women will change lives for the better and the effects will be felt by the generations that follow. Meant to Be delivers an emotional, smart, funny and wise lesson about the importance of being true to yourself.",Fiction,2021-03-16,416,en,No rating,http://books.google.co.in/books?id=V1CkzQEACAAJ&dq=subject:romance&hl=&cd=134&source=gbs_api,http://books.google.com/books/content?id=V1CkzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Firebird,Susanna Kearsley,"From the New York Times bestselling author of The Winter Sea and The Vanished Days When a woman brings a small wooden carving into the art dealership, claiming it once belonged to a Russian Empress, Nicola Marter's boss believes it is worthless. But Nicola has an unwanted, if rare, psychic gift. Holding 'The Firebird' in her hands, she knows this woman is telling the truth. Compelled to uncover its true history, Nicola must put her own past behind her. She contacts an old flame who can access the past in a way no one else can. Together they can find the real story of 'The Firebird'... Following history from Scotland, to Belgium and to St Petersburg, The Firebird is a sweeping story of love, sacrifice, courage and redemption. A journey that spans centuries and lifetimes to connect the past with the future. Praise for Susanna Kearsley 'Sometimes an author catches lightning in a bottle, and Susanna Kearsley has done just that' New York Journal of Books 'A deeply engaging romance and a compelling historical novel' Bernard Cornwell, author of The Last Kingdom 'Kearsley is nothing less than a magician weaving together the past and the present in yet another marvellous, genre-bending, romantic, mysterious and utterly unputdownable novel' M J Rose, author of Seduction 'Will stay with you long after you put it down. Her deft touch with historical intrigue is matched only by her delivery of a contemporary heroine who is as unique as she is memorable' Deanna Raybourn, author of The Dark Enquiry 'Fascinating, immersive and twisty - twists not only of plot, but of character and time' Diana Gabaldon, author of the Outlander series",Antiques & Collectibles,2023-10-12,0,en,No rating,http://books.google.co.in/books?id=_9i-zQEACAAJ&dq=subject:romance&hl=&cd=136&source=gbs_api,http://books.google.com/books/content?id=_9i-zQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Free to Love,Ivana Trump,No description available,Romance,1994-05-05,512,en,No rating,http://books.google.co.in/books?id=wUjIAAAACAAJ&dq=subject:romance&hl=&cd=137&source=gbs_api,No thumbnail available
The Pursuit,"Janet Evanovich, Lee Goldberg","Nick Fox, international con man and a fugitive on the FBI's most wanted list, has been kidnapped from a beach front retreat in Hawaii. But the kidnapper doesn't know that Nick has been secretly working for the FBI. Nick's partner, Special Agent Kate O'Hare, takes off in pursuit of the kidnappers. The trail leads to Belgium, France, and Italy, and pits Nick against a deadly adversary: Dragan Kovic, an ex-Serbian military officer, who is planning a crime that will net millions and cost thousands of American lives. Nick and Kate mount the most risky and audacious con they've ever attempted in an effort to stop Kovic from launching a catastrophe of epic proportions.",Fiction,2016,321,en,No rating,http://books.google.co.in/books?id=F7B5DAAAQBAJ&dq=subject:romance&hl=&cd=138&source=gbs_api,http://books.google.com/books/content?id=F7B5DAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The House on Hope Street,Danielle Steel,"Life was good for Liz and Jack Sutherland. In 18 years of marriage, they had built a family, a successful law practice, and a warm, happy home near San Francisco, in a house on Hope Street. Then, in an instant, it all fell apart. It began like any other Christmas morning, with joy and children's laughter. But for Jack Sutherland, a five-minute errand ends in tragedy. And suddenly, Liz is alone, facing painful questions in the wake of an unbearable loss. How can she go on without her husband, her partner, her best friend? How can she grieve when she must console five devastated children, including one with special needs of his own? Powered by her children's love, Liz finds the strength to return to work, to become both mother and 'daddy', coaching her youngest son for the Special Olympics. And one by one the holidays come and go before her eyes: Valentine's Day without flowers and without Jack...Easter...July 4th...Then, just weeks before Labor Day, a devastating accident sends her oldest son to the hospital-and brings a doctor named Bill Webster into her life. Bill becomes a friend to Liz as he slowly heals her shattered son. And as long as the days of summer blend into fall, a new relationship offers new hope, and Liz reflects on what she has, on what she's lost, on the little blessings that give strength when nothing else is left. Then, with the first anniversary of her husband's death approaching, and with it another Christmas in the house on Hope Street, Liz will face one more crisis before she can look back at a year of mourning and change-and ahead to the beginning of a new life. THE HOUSE ON HOPE STREET is about learning to live again after you think life is over, about gettting up when you have been knocked down, again and again. It is about cherishing small miracles, and believing in big ones. It is above all about hope. ""From the Hardcover edition.""",Bereavement,2000,240,en,No rating,http://books.google.co.in/books?id=CHZfPwAACAAJ&dq=subject:romance&hl=&cd=139&source=gbs_api,No thumbnail available
Invitation to Provence,Elizabeth A. Adler,"Franny Marten's life is unraveling--after arranging to meet her boyfriend Marcus for dinner she finds his wife waiting for her instead. After the initial shock wears off, Franny finds she has more in common with Clare Marks that she could ever have imagined. And, amazingly, the women become fast friends. But even more surprises are in store for Franny Marten: she is unexpectedly offered an all-expenses-paid invitation to go to a reunion of her estranged family in Provence. And Clare decides to charge the trip to Marcus (for his sins) and come along. Franny knows very little about the French side of her family, but how stressful can meeting long-lost aunts and cousins be after what she and Clare have just gone through? Provence is everything Franny pictured, but nothing at all what she expected. There are dangerous family secrets buried deep in the lovely, lush landscape of Provence, and someone who will go to any lengths to keep Franny from uncovering them. Jake Bronson is an American with ties to the Marten family, and he seems to know more than he's saying. He's the most intriguing and compelling man Franny's ever encountered, but there are treacherous currents surrounding him. And at the center of it all is the matriarch, Rafaella Marten, a woman with secrets going back decades. Her two sons have caused her both heartache and joy, but Franny may ultimately be the key to truly reuniting the Marten family--and putting to rest the shadows, scandals, and the rivalry of a dynasty. Evoking the lush descriptions of everything that is Provence, Elizabeth Adler casts an unforgettable spell as Invitation to Provence transports you to a truly magical place.",Americans,2005-01-01,392,en,No rating,http://books.google.co.in/books?id=lHJ0PwAACAAJ&dq=subject:romance&hl=&cd=140&source=gbs_api,No thumbnail available
Danger in the Shadows,Dee Henderson,"Sara is terrified. Hidden away in the witness protection program, she's falling in love with former pro football player Adam Black, which is something that could get her killed. FBI agent Dave Richman has his hands full keeping her safe from her sister's killer. When events bring Sara face-to-face with terror, will she rely on God for protection?",Fiction,2002,324,en,No rating,http://books.google.co.in/books?id=rp7AUqmD44EC&dq=subject:romance&hl=&cd=141&source=gbs_api,http://books.google.com/books/content?id=rp7AUqmD44EC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Betrayed Birthright,Sheri Whitefeather,Your usual abandoned kid grows up gets rich finds his mother story. But this young man is half Lakota indian and finds his mother living on her native lands with a young Lakota girl that she'd help raise after her sons uncle kidnapped him and his sister. There are a few unexpected details in this book - the use of the Lakota language and details about the indian tribes.,Fiction,2005-07-12,196,en,No rating,http://books.google.co.in/books?id=4cK6b3kIavgC&dq=subject:romance&hl=&cd=142&source=gbs_api,http://books.google.com/books/content?id=4cK6b3kIavgC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Silverhill,Phyllis A. Whitney,"From the day Malinda Rice first comes to Silverhill -- her mother's home -- her hope turns to fear. But she will not run. For the beauty of Silverhill's setting hides more than one family's secrets. And Malinda must fight for both her sanity and her life before she discovers the full, horrifying truth about the past evil and present terrors that may engulf her....",Fiction,1967,226,en,No rating,http://books.google.co.in/books?id=CKWfHKkoHEwC&dq=subject:romance&hl=&cd=144&source=gbs_api,http://books.google.com/books/content?id=CKWfHKkoHEwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
A Star for a Ring,Kay Gregory,No description available,Fiction,2002,330,en,No rating,http://books.google.co.in/books?id=6tMGhX132vwC&dq=subject:romance&hl=&cd=145&source=gbs_api,http://books.google.com/books/content?id=6tMGhX132vwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Desert Bride of Al Zayed,Tessa Radley,No description available,Love stories,2008,184,en,No rating,http://books.google.co.in/books?id=QcIEkgAACAAJ&dq=subject:romance&hl=&cd=146&source=gbs_api,No thumbnail available
If Morning Ever Comes,Anne Tyler,"A touchingly funny tale from the Pultizer Prize-winning author of Saint Maybe. Ben Joe Hawkes comes from a large, cheerful family of women. But when one of his sisters takes her baby and leaves her husband, everything--including his perceptions of the past--changes. ""Phenomenal"".--The New York Times. Copyright © Libri GmbH. All rights reserved.",Fiction,1983,276,en,No rating,http://books.google.co.in/books?id=TI5yIAh_uqoC&dq=subject:romance&hl=&cd=147&source=gbs_api,http://books.google.com/books/content?id=TI5yIAh_uqoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
